name,sex
ဆုမြတ်သက်,1
ဆုမြတ်သန်းလွင်အောင်,1
ဆုရီမွန်,1
ဆုလဲ့ရီ,1
ဆုလဲ့လဲ့နိုင်,1
ဆုဝတီ,1
ဆုဝေနှင်း,1
ဆုဝေလှိုင်,1
ဆုသက်ညိုအောင်,1
ဆုသန့်ဖြူစင်,1
ဆောင်းနှင်းဖြူ,1
ဆောင်းမိုးပွင့်,1
ဆွေဇင်လဲ့,1
ဇင်ပွင့်ဖြူ,1
ဇင်မီမီဇော်,1
ဇင်မီမီထက်,1
ဇင်မီမီထွဋ်,1
ဇင်မီမီသော်,1
ဇင်လဲ့ဖြူ,1
ဇင်ဝာလှိုင်,1
ဇာဇာမွန်,1
ဇာလီဖြိုး,1
ဇွန်နှင်းပွင့်အောင်,1
ဇွန်ဖူးဝေ,1
ဇွန်မီမီမောင်,1
ဇွဲမွန်မြတ်,1
ဌေးရွှေစင်ရှိန်,1
တင်ဇာခိုင်,1
တင်ဇာလှိုင်,1
တင်နုရီ,1
တင်နွယ်ရီ,1
တင်နွယ်အေး,1
တင်နွယ်ဦး,1
တင်မာကြီ,1
တင်မာကြိုင်,1
တင်မာခြို,1
တင်မာမြင့်,1
တင်မာရီ,1
တင်မာဝေ,1
တင်မာအေး,1
တင်မာဦး,1
တင်မိုးခိုင်,1
တင်မိုးဝေ,1
တင်မိုးသူ,1
တင်လေးနွယ်,1
တင်လေးမြင့်,1
တင်အေးကြီ,1
တင်အေးမူ,1
တာရာခင်,1
ထက်နန္ဒာ,1
ထက်ပြည့်ပြည့်လွင်,1
ထက်မိုးမြင့်အောင်,1
ထက်မေလင်း,1
ထက်မြတ်ဟန်,1
ထက်ယုဝေ,1
ထက်ရွှေစင်,1
ထက်သော်တာ,1
ထက်အိန္ဒြာနိုင်,1
ထိပ်ထားစံ,1
ထူးပြည့်ဝိုင်း,1
ထွန်းနန္နာ,1
ထွေးအိဇော်,1
ဒာလီမိုးဦး,1
နန္တာအေး,1
နန္ဒာမြဉ္ဇူမြင့်,1
နန္ဒာလှိုင်,1
နန်း,1
နန်းကေခိုင်လွန်း,1
နန်းကေလြှန်း,1
နန်းကေသွယ်လှ,1
နန်းခြစ်ငြိန်းခြန်းကြော်,1
နန်းငွေကြူ,1
နန်းပိုးနှင်းဖြူ,1
နန်းပိုးအိန္ဒြေကြော်,1
နန်းဖြူနှင်းဦး,1
နန်းဘွေသြှား,1
နန်းမူအေး,1
နန်းမြင့်စိန်,1
နန်းမွေ့စံ,1
နန်းမွေ့လှိုင်,1
နန်းမှုန်ကေ,1
နန်းလှစိန်,1
နန်းသိန်းဟန်,1
နန်းအိစံ,1
နန်းအိအိခြစ်,1
နန်းအေးကြီ,1
နန်းအေးမြ,1
နီဇာအောင်,1
နီနီကြော်,1
နီနီခင်,1
နီနီခိုင်,1
နီနီခြို,1
နီနီစိန်,1
နီနီစိုး,1
နီနီဆန်း,1
နီနီဆွေ,1
နီနီဌေး,1
နီနီတင်,1
နီနီထွန်း,1
နီနီထွေး,1
နီနီမာ,1
နီနီမော်,1
နီနီမြင့်,1
နီနီရင်,1
နီနီရွှေ,1
နီနီရှိန်း,1
နီနီလင်း,1
နီနီလွင်,1
နီနီလှိုင်,1
နီနီဝင်း,1
နီနီသန်း,1
နီနီသိန်း,1
နီနီအောင်,1
နီနီအေး,1
နီနီဦး,1
နေရီခိုင်,1
နော်လင်းလွန်းနွေး,1
နော်အယ်ဖောစေး,1
နွယ်,1
နွေဦးမွန်,1
နွေးကြော့ကြော့ခိုင်,1
နွေးနွေးထက်မြတ်စိုး,1
နွေးအိန္ဒြေ,1
နွေးအိအိကြော်,1
နွဲ့ဇာလင်း,1
နွဲ့ရီလှိုင်,1
နှင်း,1
နှင်းစုခိုင်ဦး,1
နှင်းစုဝေ,1
နှင်းဒေဝီ,1
နှင်းနန္ဒာအောင်,1
နှင်းနုဆွေ,1
နှင်းနုနုနိုင်,1
နှင်းပွင့်ခြို,1
နှင်းမြတ်သွယ်အောင်,1
နှင်းယုနိုင်,1
နှင်းယုယုဝင်း,1
နှင်းယုလှိုင်,1
နှင်းဝဿန်,1
နှင်းသစ္စာ,1
နှင်းသစ္စာနိုင်,1
နှင်းအင်ဇာလီ,1
နှင်းအိကိုနိုင်,1
နှင်းအိခိုင်,1
နှင်းအိထက်,1
နှင်းအိန္ဒြာလှိုင်,1
နှင်းအိန္ဒြေမြင့်မြတ်,1
နှင်းအိဖြူ,1
နှင်းအိယွန်း,1
နှင်းအိလှိုင်,1
ပန်းဆုပြည့်စုံ,1
ပန်းနုသွယ်,1
ပန်းနုသွေး,1
ပန်းဖြူဖြူဖွေး,1
ပန်းအိဖြူ,1
ပန်းအိမ့်မှူး,1
ပာပာဝင်း,1
ပိုးဒာလီခင်,1
ပိုးဒာလီသိန်းတန်,1
ပိုးပြည့်ဖြူ,1
ပိုးဖြူသန့်,1
ပိုးဝေမွန်,1
ပိုးဟန်ဝတီ,1
ပိုးအိခင်,1
ပိုးအိခိုင်,1
ပိုးအိစံ,1
ဖူးပြည့်မွန်,1
ဖူးပွင့်ကြော်,1
ဖူးပွင့်ခိုင်,1
ဖူးပွင့်မွန်,1
ဖူးပွင့်ဝေဦး,1
ဖူးသွယ်နှင်း,1
ဖြိုးဝေလှိုင်,1
ဖြိုးအိခိုင်,1
ဖြိုးအိစင်,1
ဖြိုးအိဇင်,1
ဖြိုးအိအိဇင်,1
ဖြိုးအိအိဇော်,1
ဖြိုးအိအိထွန်း,1
ဖြူစင်ကို,1
ဖြူစင်ကြော်,1
ဖြူစင်မိုးသိမ့်,1
ဖြူစင်သွယ်,1
ဖြူလှိုင်သွယ်,1
ဖြူဝင်းမာ,1
ဖြူသန့်လွင်,1
ဖြူသဲခင်,1
မို့မို့မြင့်အောင်,1
မိုးကေခိုင်လွင်,1
မိုးစက်ဝိုင်,1
မိုးပြည့်ပြည့်မောင်,1
မိုးပြည့်ရီ,1
မိုးပွင့်ငြိန်းဦး,1
မိုးပွင့်ပွင့်ဖြူ,1
မိုးပွင့်ဖြူ,1
မိုးမြင့်ဇော်,1
မိုးသိမ့်ဝေ,1
မူယာဖြိုးဟန်,1
မေ,1
မေခင်စု,1
မေငြိမ့်ငြိမ့်ဇော်,1
မေစိန်လှိုင်,1
မေစုထားဦး,1
မေစူးရှထက်,1
မေစံပယ်မှူး,1
မေဇူလိုင်ရွှေမိုး,1
မေဇော်ခိုင်,1
မေဇွန်ဖြူစိုး,1
မေနန္ဒာ,1
မေနန္ဒာမြင့်,1
မေနန္ဒာလှိုင်,1
မေနန်းထိုက်,1
မေနိုဝင်း,1
မေနှင်းဆီ,1
မေပန်းခြီ,1
မေပုလဲသွယ်,1
မေပြည့်ဖြိုး,1
မေပွင့်မောင်,1
မေဖူးစံ,1
မေဖြိုးသူ,1
မေဘရဏီစိုး,1
မေဘရဏီထွန်း,1
မေမီကြော်,1
မေမီမိုး,1
မေမေကြီ,1
မေမေခင်,1
မေမေတင်,1
မေမေဝင်း,1
မေမေသန်း,1
မေမြိုးမွန်,1
မေမြင့်ခြို,1
မေမြင့်မိုရ်,1
မေမြင့်သူ,1
မေမြတ်ကြော်,1
မေမြတ်ခြို,1
မေမြတ်မွန်,1
မေမြတ်သူ,1
မေမြတ်သော်,1
မေမြတ်အောင်,1
မေလင်းဖော,1
မေလဲ့ရီလင်း,1
မေဝတ်မှုန်ဌေး,1
မေသကြင်္န်,1
မေသင်းခိုင်,1
မေသီးဖြူ,1
မေသော်လင်း,1
မေသဲပိုင်,1
မေသဲ့မြိုး,1
မေသွယ်စိုးငယ်,1
မေအိန္ဒြေဦး,1
မော်မော်မြင့်,1
မော်မော်လွင်,1
မော်မော်သန်း,1
မော်မော်ဦး,1
မြိုးကေခိုင်,1
မြကေသီ,1
မြကြေးဥ,1
မြင့်ကေသီခြို,1
မြင့်ပိုပိုအောင်,1
မြင့်မြင့်စန်း,1
မြင့်မြင့်ရီ,1
မြင့်မြင့်အေး,1
မြင်မြင့်ခင်,1
မြဆန်းရီ,1
မြတ်ကေသီအောင်,1
မြတ်စုရီစံ,1
မြတ်စုသိန်း,1
မြတ်နှင်းဦး,1
မြတ်ဖြူစင်သန့်,1
မြတ်မြင့်ဇူ,1
မြတ်မြတ်ခိုင်,1
မြတ်မြတ်စိုး,1
မြတ်မြတ်ထွေး,1
မြတ်မြတ်မိုး,1
မြတ်မြတ်မော်,1
မြတ်မြတ်မွန်,1
မြတ်မြတ်ဝင်း,1
မြတ်မြတ်အေး,1
မြတ်ရွှေစင်ဦး,1
မြတ်သင်ဇာကြော်,1
မြတ်အိကေဇာ,1
မြနန္ဒာကြိုင်,1
မြဝင်းကြီ,1
မြသက်ခြယ်,1
မြသန်းကြီ,1
မြအိစံ,1
မြအေးဆွေ,1
မွန်မြတ်ခင်,1
မွန်မွန်အောင်,1
မွန်မွန်ဦး,1
မှူးသက်ခြယ်,1
ယဉ်ငြိန်းသူ,1
ယဉ်နှင်းအေး,1
ယဉ်မွန်စံ,1
ယမုံဖူး,1
ယမုံမေ,1
ယုနန္ဒာထွန်း,1
ယုနန္ဒီထူး,1
ယုမြတ်ခိုင်,1
ယုယုထွေးအောင်,1
ယုယုဝေ,1
ယုဝတီ,1
ယွန်းနန္ဒာဖြိုး,1
ယွန်းမီမီကြော်,1
ယွန်းမီမီမောင်,1
ယွန်းလဲ့ဝတီ,1
ယွန်းလဲ့ဝေ,1
ယွန်းဝတီစိုး,1
ယွန်းဝတီဖြိုး,1
ယွန်းသင်ဇာ,1
ယွန်းသော်တာမင်း,1
ယွန်းအိန်သူ,1
ရင်မာအေး,1
ရွှေစင်မော်ဦး,1
ရွှေဇင်ဖြိုး,1
ရွှေပိုးဖြူ,1
ရွှေဖူးပွင့်အောင်,1
ရှင်းသန့်ဖြူ,1
လင်းဇာနီဇော်,1
လင်းဇာနီထွန်း,1
လေးလေးနွယ်,1
လေးလေးမြင့်,1
လဲ့နေဇင်ခိုင်,1
လဲ့ယဉ်မြင့်,1
လဲ့လဲ့လင်း,1
လွင်ဖြူအေး,1
လှဆန်းရီ,1
လှဝင်းကြီ,1
ဝင့်ကေခိုင်,1
ဝင့်ထက်ဝေ,1
ဝင်းပာပာ,1
ဝင်းမို့မို့,1
ဝင်းမြင့်ကြီ,1
ဝင်းမြင့်မော်,1
ဝင်းမြတ်သူ,1
ဝင်းလဲ့လဲ့အောင်,1
ဝတ်မှုန်ထက်,1
ဝိုင်းယုယဦး,1
ဝိုင်းလဲ့ဖြူစင်,1
ဝေမွန်အေး,1
သက်ဒာလီဇော်,1
သက်နွေးငြိန်း,1
သက်ပိုးအိန်,1
သက်မာဦး,1
သင်းနွယ်စိုး,1
သင်းမို့မို့အောင်,1
သင်းလဲ့ဖြူ,1
သင်းအိဖြူ,1
သန်းဆုမိုး,1
သိမ့်နန္ဒာထွန်း,1
သိမ့်ပိုပိုအောင်,1
သိမ့်ဖြူဖြူထွန်း,1
သိမ့်ဝတီမောင်,1
သိမ့်သင်ဇာသဲ့,1
သိမ့်သိမ့်သူ,1
သိမ့်သိမ့်ဟန်,1
သိမ့်သိမ့်အောင်,1
သုနန္ဒာစိုး,1
သုနန္ဒာအောင်,1
သော်တာခြို,1
သော်တာထက်ဝေ,1
သော်တာရီ,1
သော်တာဦး,1
သဲစုတာရာထက်,1
သဲဆုနန္ဒာ,1
သဲဆုမွန်,1
သဲဆုမွန်ခိုင်,1
သဲဆုဟန်,1
သွန်းထက်စံ,1
သွန်းပြည့်ပြည့်သူ,1
သွယ်ဆက်ပိုင်,1
သွယ်နန္ဒာသိန်း,1
ဟန်ကေဖြိုးသွယ်,1
ဟန်နွေးသိမ့်,1
ဟန်သာနွယ်,1
အိကြီဖြူ,1
အိခန့်ပိုင်,1
အိခိုင်မြင့်,1
အိခိုင်မြင့်ကြီ,1
အိခြိုငြိန်း,1
အိခြိုဦး,1
အိဇင်မြိုး,1
အိထက်ခြို,1
အိနန္ဒာအောင်,1
အိနိုနိုဖြူ,1
အိန္ဒာမိုး,1
အိန္ဒြာမြင့်သောင်း,1
အိန္ဒြာအောင်,1
အိန္ဒြေထူးအောင်,1
အိန္ဒြေမိုးမြင့်,1
အိနွေဖြိုး,1
အိပိုင်ပိုင်ဖြိုး,1
အိပိုးဖြူ,1
အိပြည့်စုံ,1
အိပြည့်ပြည့်စံ,1
အိဖြိုးကြော်,1
အိဖြူကြော်,1
အိဖြူစင်,1
အိဖြူဇင်,1
အိဖြူမိုး,1
အိဖြူသွယ်,1
အိမေဇင်,1
အိမေဇင်ခြို,1
အိမော်ခိုင်,1
အိမ့်ခြူးခင်,1
အိမ့်သက်စု,1
အိမ့်သက်ဝေ,1
အိန့်ဖူးခင်,1
အိန့်မှူးခင်,1
အိမြတ်ရွှေစင်,1
အိမွှေးပိုင်,1
အိရွှေဆင်,1
အိသင်ဇာခိုင်,1
အိသင်ဇာထက်,1
အိသင်ဇာထွန်း,1
အိသင်ဇာမွန်,1
အိသင်ဇာဦး,1
အိသစ္စာ,1
အိသီးမြတ်,1
အိသူခိုင်,1
အိသဲခြို,1
အိအိကြော်,1
အိအိခင်,1
အိအိခိုင်,1
အိအိခိုင်ဖြိုး,1
အိအိခြော်,1
အိအိစိုး,1
အိအိဆန်း,1
အိအိညွန့်,1
အိအိထွေး,1
အိအိပြည့်ဖြိုး,1
အိအိဖြိုး,1
အိအိဖြိုးကြော်,1
အိအိဖြိုးဟန်,1
အိအိမိုး,1
အိအိမော်,1
အိအိမြိုး,1
အိအိမြမောင်,1
အိအိမွန်,1
အိအိလွင်,1
အိအိလှိုင်,1
အိအိဝင်း,1
အိအိသက်,1
အိန္ဒြေကြော်,1
အေမီခိုင်,1
အောင်ဆန်းစုကြီ,1
အောင်ဆန်းစုဝေ,1
အေးကြီငြိန်း,1
အေးကြီဖြူမြင့်,1
အေးခန့်ပိုင်,1
အေးခြန်းငြိန်း,1
အေးခြန်းပိုင်,1
အေးခြန်းပွင့်ဖြူ,1
အေးခြန်းဖြိုး,1
အေးခြန်းဖြူ,1
အေးခြန်းမင်းလွင်,1
အေးခြန်းမိုး,1
အေးခြန်းမိုးမိုး,1
အေးခြန်းမြင့်,1
အေးခြန်းမြတ်ဖြိုး,1
အေးခြန်းမြေ့,1
အေးခြန်းမြေ့ဖြိုး,1
အေးခြန်းမွန်ဇော်,1
အေးခြန်းရိပ်,1
အေးခြန်းသူ,1
အေးငြိန်းခိုင်,1
အေးငြိန်းခြန်းကြော်,1
အေးငြိန်းခြန်းဦး,1
အေးငြိန်းစိုး,1
အေးငြိန်းဖြူ,1
အေးငြိန်းမြတ်,1
အေးငြိန်းသန့်,1
အေးငြိန်းသူ,1
အေးစုစံ,1
အေးစုမွန်,1
အေးထွဋ်မို့မို့,1
အေးနှင်းခိုင်,1
အေးနှင်းပွင့်,1
အေးမင်းမေ,1
အေးမို့မို့နိုင်,1
အေးမိုးလွင်,1
အေးမိုးသူ,1
အေးမြင့်မြတ်,1
အေးမြင့်ကြီ,1
အေးမြင့်ခိုင်,1
အေးမြင့်စိုး,1
အေးမြင့်နွယ်,1
အေးမြင့်ရီ,1
အေးမြင့်သန်း,1
အေးမြင့်ဦး,1
အေးမြတ်နွယ်,1
အေးမြတ်ဖြူ,1
အေးမြတ်မြတ်ဖြိုးကြွယ်,1
အေးမြတ်မြတ်မွှေး,1
အေးမြတ်မြတ်သူ,1
အေးမြတ်မွန်,1
အေးမြတ်မွန်ဦး,1
အေးမြတ်သူ,1
အေးယုမွန်,1
အေးဝဿန်,1
အေးသက်ခိုင်,1
အေးသင်ဇာခြူး,1
အေးသင်းမြတ်,1
အေးအေးကြီ,1
အေးအေးကြိုင်,1
အေးအေးကြူ,1
အေးအေးခင်,1
အေးအေးခန့်,1
အေးအေးခိုင်,1
အေးအေးခြန်း,1
အေးအေးခြို,1
အေးအေးငြိန်း,1
အေးအေးစီ,1
အေးအေးစန်း,1
အေးအေးစိန်,1
အေးအေးစိုး,1
အေးအေးဆန်း,1
အေးအေးဆွေ,1
အေးအေးညို,1
အေးအေးညွန့်,1
အေးအေးဌေး,1
အေးအေးတင်,1
အေးအေးတင့်,1
အေးအေးထွန်း,1
အေးအေးထွေး,1
အေးအေးနိုင်,1
အေးအေးနု,1
အေးအေးနွယ်,1
အေးအေးပြုံး,1
အေးအေးမင်း,1
အေးအေးမာ,1
အေးအေးမိုး,1
အေးအေးမူ,1
အေးအေးမော်,1
အေးအေးမြ,1
အေးအေးမြင့်,1
အေးအေးမြတ်,1
အေးအေးမြိုင်,1
အေးအေးရင်,1
အေးအေးရီ,1
အေးအေးရွှေ,1
အေးအေးလက်,1
အေးအေးလွင်,1
အေးအေးလှ,1
အေးအေးလှိုင်,1
အေးအေးဝင်း,1
အေးအေးသက်,1
အေးအေးသင်း,1
အေးအေးသစ်,1
အေးအေးသန့်,1
အေးအေးသန်း,1
အေးအေးသိန်း,1
အေးအေးသီ,1
အေးအေးသောင်း,1
အေးအေးသွင်,1
အေးအေးသွေး,1
အေးအေးဟန်,1
အေးအေးအောင်,1
အေးအေးဦး,1
ဆောင်းသင်ဇာ,1
အေမီဖြိုး,1
အေးမြတ်မိုးလွင်,1
ကောင်းမင်းခန့်,0
ကောင်းသန့်ဝင်း,0
ခင်လင်း,0
စိုင်းသန်းဝင်း,0
စောတင်ဝင်း,0
ဇင်မင်းထွန်း,0
တင်ရ,0
မင်းနေကြော်ဝင်း,0
မင်းမင်း,0
မင်းမင်းစိုး,0
မင်းမင်းဇော်,0
မင်းမင်းထွန်း,0
မင်းမင်းလက်,0
မင်းမင်းသိန်း,0
မင်းမင်းဦး,0
ဝင်းထွဋ်ဝင်း,0
ဝင်းမင်းထွန်း,0
ဟိန်းမင်းသန့်,0
အောင်ဆန်းဝင်း,0
