name,sex
ခင်လပြည့်ထွန်း,1
ခင်လှစိန်,1
ခင်လှမြိုင်,1
ခင်လှဦး,1
ခင်ဝင်းစိန်,1
ခင်ဝင်းနွယ်,1
ခင်ဝင်းရွှေ,1
ခင်သစ္စာကြော်,1
ခင်သိန်း,1
ခင်သိန်းမြင့်,1
ခင်သိန်းဝင်း,1
ခင်သိန်းအေး,1
ခင်သိန်းဦး,1
ခင်အုံးကြီ,1
ခင်အုံးမြင့်,1
ခင်အေးကြော်,1
ခင်အေးနွယ်,1
ခင်အေးလွင်,1
ခင်အေးသာ,1
ခိုင်ငြိန်းဝေ,1
ခိုင်ဇင်ဆွေ,1
ခိုင်ဇင်ဖြိုး,1
ခိုင်ဇင်ဝေ,1
ခိုင်ဇင်သူ,1
ခိုင်ဇင်သော်,1
ခိုင်ဝေလွင်,1
ခြန်းမြေကြီ,1
ခြန်းမြေ့ကြီသာ,1
ခြန်းမြေ့ခိုင်,1
ခြိုနွယ်ဦး,1
ခြောငယ်ငယ်ဟိန်း,1
ခြောထင်ကြော်စံ,1
ငွေနှင်းမြူ,1
စိုးစိုးနွယ်,1
စောနှင်းဝေ,1
စောယုမွန်,1
စောလှနွယ်,1
ဆောင်းနှင်းဖြူ,1
ဆောင်းမိုးပွင့်,1
ဇင်ပွင့်ဖြူ,1
ဇူးဇင်ဇော်ဝင်း,1
ဇွန်နှင်းပွင့်အောင်,1
ဌေးရွှေစင်ရှိန်,1
တင်နွယ်ဦး,1
တာရာခင်,1
ထက်ပြည့်ပြည့်လွင်,1
ထက်ရွှေစင်,1
ထူးပြည့်ဝိုင်း,1
နန်း,1
နန်းခြစ်ငြိန်းခြန်းကြော်,1
နန်းဆန်းခန်,1
နန်းဘွေသြှား,1
နန်းမွေ့လှိုင်,1
နန်းသိန်းဟန်,1
နော်အယ်ဖောစေး,1
နွေဦးမွန်,1
နှင်း,1
နှင်းဒေဝီ,1
နှင်းပွင့်ခြို,1
နှင်းမြတ်သွယ်အောင်,1
နှင်းယုနိုင်,1
နှင်းယုလှိုင်,1
နှင်းလပြည့်ဝန်း,1
နှင်းဝဿန်,1
နှင်းသစ္စာ,1
နှင်းသစ္စာနိုင်,1
နှင်းအဥ္ဇလီ,1
ဖူးပြည့်မွန်,1
ဖူးပွင့်ကြော်,1
ဖူးပွင့်ခိုင်,1
ဖူးပွင့်မွန်,1
ဖူးသွယ်နှင်း,1
ဖြိုးဝေလှိုင်,1
ဖြူစင်ကို,1
ဖြူစင်ကြော်,1
ဖြူလှိုင်သွယ်,1
မိုးစက်ဝိုင်,1
မိုးပြည့်ပြည့်မောင်,1
မိုးပွင့်ငြိန်းဦး,1
မိုးမြင့်ဇော်,1
မူယာဖြိုးဟန်,1
မြိုးကေခိုင်,1
မြတ်နှင်းဦး,1
မြတ်ရွှေစင်ဦး,1
မွန်မြတ်ခင်,1
မွန်မွန်အောင်,1
မွန်မွန်ဦး,1
ရွှေစင်မော်ဦး,1
ရွှေဇင်ဖြိုး,1
လေးလေးနွယ်,1
လဲ့နေဇင်ခိုင်,1
သိမ့်ပိုပိုအောင်,1
သိမ့်သိမ့်သူ,1
သိမ့်သိမ့်ဟန်,1
သိမ့်သိမ့်အောင်,1
သဲဆုဟန်,1
သွန်းထက်စံ,1
သွန်းပြည့်ပြည့်သူ,1
သွယ်ဆက်ပိုင်,1
ဟန်ကေဖြိုးသွယ်,1
ဟန်နွေးသိမ့်,1
ဟန်သာနွယ်,1
အိန္ဒြေကြော်,1
အေးခြန်းငြိန်း,1
အေးခြန်းမွန်ဇော်,1
အေးငြိန်းခိုင်,1
အေးငြိန်းခြန်းကြော်,1
အေးငြိန်းခြန်းဦး,1
အေးငြိန်းစိုး,1
အေးနှင်းခိုင်,1
အေးနှင်းပွင့်,1
အေးအေးဟန်,1
ကောင်းသန့်ဝင်း,0
ခြိုလေး,0
စိုင်းတင်မြင့်,0
စိုင်းဝင်းမြင့်,0
စိုင်းသန်းဝင်း,0
စောတင်ဝင်း,0
စောနွိုင်းသန်းစိန်,0
ဇာနီမောင်,0
တင်မိုးအောင်,0
တင်ရ,0
တင်လေး,0
ပိုင်မင်းစိုး,0
မင်းမင်း,0
မင်းမင်းစိုး,0
မင်းမင်းဇော်,0
မင်းမင်းထွန်း,0
မင်းမင်းလက်,0
မင်းမင်းသိန်း,0
မင်းမင်းဦး,0
မြတ်သင်းအောင်,0
မြဝင်း,0
မြသန်း,0
မှူးသက်ပိုင်ကြော်,0
ရီ,0
ဝင်းထွဋ်ဝင်း,0
ဝင်းမင်းထွန်း,0
ဝင်းမြင့်,0
ဝင်းမြင့်ထွန်း,0
ဝင်းမြင့်မောင်,0
ဝင်းမြင့်သိန်း,0
ဝင်းမြင့်အောင်,0
ဝင်းမြင့်ဦး,0
ဟိန်းမင်းသန့်,0
အောင်စစ်ပိုင်မှူး,0
အောင်ပြေဆုန်,0
အေးမင်း,0
အေးမင်းစိုး,0
အေးမင်းထွန်း,0
အေးမင်းဦး,0
အေးမင်းဦး,0
